"id,Age,Gender,Education_Level,Marital_Status,Income,Credit_Score,Loan_Amount,Loan_Purpose,Employment_Status,Years_at_Current_Job,Payment_History,Debt_to_Income_Ratio,Assets_Value,Number_of_Dependents,City,State,Country,Previous_Defaults,Marital_Status_Change,Risk_Rating,Created_At,Cleaned_Income,Updated_DTI,Education_Ordinal_Rank,Default_Flag"
"920,35,Non-binary,PhD,Widowed,48869.00,701.157,9969.00,PERSONAL,Self-employed,5,EXCELLENT,0.136873,173712.00,1,Collinsberg,MH,Burundi,4,1,Medium,""2026-04-23 19:13:45"",48869.000000,0.2040,4,1"
"921,50,Female,Bachelor's,Single,0.00,664,21348.00,AUTO,Employed,10,FAIR,0.388945,282968.00,0,""Lake Jesusville"",WA,Jersey,3,0,Medium,""2026-04-23 19:13:45"",69652.443967,0.3065,2,1"
"922,68,Female,Master's,Widowed,41409.00,699.211,47494.00,HOME,Self-employed,12,GOOD,0.145507,156106.00,0,""East Garrett"",NM,""United States Minor Outlying Islands"",3,0,Low,""2026-04-23 19:13:45"",41409.000000,1.1469,3,1"
"923,64,Non-binary,PhD,Single,0.00,782,47576.00,AUTO,Employed,11,FAIR,0.539336,206834.00,3,Arielburgh,CA,""Saint Pierre and Miquelon"",3,2,High,""2026-04-23 19:13:45"",70442.604895,0.6754,4,1"
"924,66,Non-binary,""High School"",Married,0.00,681,0.00,AUTO,Employed,8,GOOD,0.266857,224569.00,0,Hollyfort,KS,Romania,1,0,Low,""2026-04-23 19:13:45"",69718.619373,0.0000,1,1"
"925,47,Non-binary,""High School"",Divorced,86113.00,667,33039.00,HOME,Employed,7,EXCELLENT,0.528547,159939.17,0,Chelseaton,CO,""Heard Island and McDonald Islands"",0,1,Low,""2026-04-23 19:13:45"",86113.000000,0.3837,1,0"
"926,36,Female,PhD,Married,78995.00,705,47750.00,BUSINESS,Employed,10,EXCELLENT,0.55349,90187.00,1,""North Oscarland"",CA,Albania,1,2,Medium,""2026-04-23 19:13:45"",78995.000000,0.6045,4,1"
"927,33,Female,PhD,Divorced,66556.00,701.157,16815.00,HOME,Self-employed,9,EXCELLENT,0.304178,32109.00,3,""West Veronica"",AK,""Saint Helena"",3,2,Medium,""2026-04-23 19:13:45"",66556.000000,0.2526,4,1"
"928,61,Female,""High School"",Married,72646.00,666,40630.00,AUTO,Employed,15,POOR,0.170856,138167.00,0,""Port Dillonmouth"",VT,""Antarctica (the territory South of 60 deg S)"",2,2,High,""2026-04-23 19:13:45"",72646.000000,0.5593,1,1"
"929,28,Male,PhD,Divorced,115220.00,793,19661.00,HOME,Unemployed,6,EXCELLENT,0.151759,44541.00,1,""New Rickey"",NC,""New Zealand"",0,2,Low,""2026-04-23 19:13:45"",115220.000000,0.1706,4,0"
"930,35,Female,PhD,Married,0.00,746,12138.00,AUTO,Employed,5,FAIR,0.290635,174102.00,3,Jeffreymouth,MS,Malawi,0,0,Low,""2026-04-23 19:13:45"",70442.604895,0.1723,4,0"
"931,32,Non-binary,""High School"",Divorced,48702.00,792,49275.00,AUTO,Unemployed,7,POOR,0.559843,143193.00,3,""South Eric"",MI,Georgia,1,2,Low,""2026-04-23 19:13:45"",48702.000000,1.0118,1,1"
"932,45,Non-binary,""High School"",Married,93002.00,699,0.00,HOME,Unemployed,9,POOR,0.465915,137725.00,3,""New Aaron"",WA,Cambodia,0,1,Medium,""2026-04-23 19:13:45"",93002.000000,0.0000,1,0"
"933,55,Male,""High School"",Single,41832.00,750,0.00,HOME,Unemployed,9,FAIR,0.12399,240604.00,1,""South Doris"",DE,Estonia,2,0,Low,""2026-04-23 19:13:45"",41832.000000,0.0000,1,1"
"934,64,Female,Master's,Widowed,49870.00,761,33253.00,AUTO,Unemployed,10,POOR,0.206389,135060.00,2,Carolburgh,VA,Mayotte,0,2,High,""2026-04-23 19:13:45"",49870.000000,0.6668,3,0"
"936,52,Female,Bachelor's,Widowed,27344.00,730,26524.00,PERSONAL,Employed,1,EXCELLENT,0.563984,246472.00,0,""New Michael"",MP,Austria,2,1,Medium,""2026-04-23 19:13:45"",27344.000000,0.9700,2,1"
"937,29,Male,PhD,Single,116921.00,747,36076.00,PERSONAL,Self-employed,7,EXCELLENT,0.571812,74883.00,3,Debrachester,NJ,""Papua New Guinea"",3,2,Low,""2026-04-23 19:13:45"",116921.000000,0.3086,4,1"
"938,58,Female,""High School"",Married,47431.00,764,0.00,AUTO,Unemployed,15,GOOD,0.293515,159939.17,1,""Lake Derekport"",GU,""United States of America"",3,0,Low,""2026-04-23 19:13:45"",47431.000000,0.0000,1,1"
"939,52,Male,""High School"",Married,90648.00,651,31198.00,PERSONAL,Self-employed,5,EXCELLENT,0.415903,159939.17,2,""Port Jessicaport"",HI,Bermuda,4,1,Low,""2026-04-23 19:13:45"",90648.000000,0.3442,1,1"
"940,46,Female,Master's,Single,53895.00,659,0.00,AUTO,Unemployed,10,GOOD,0.168752,47161.00,1,Garyburgh,IA,Malaysia,0,0,Low,""2026-04-23 19:13:45"",53895.000000,0.0000,3,0"
"941,42,Female,Bachelor's,Married,49400.00,797,9291.00,BUSINESS,Employed,4,POOR,0.492628,125412.00,2,""South Elizabethton"",HI,Germany,3,0,Medium,""2026-04-23 19:13:45"",49400.000000,0.1881,2,1"
"942,48,Female,Master's,Single,61430.00,699.211,0.00,HOME,Unemployed,8,FAIR,0.474869,260470.00,0,Vazquezborough,WI,""Northern Mariana Islands"",0,0,Medium,""2026-04-23 19:13:45"",61430.000000,0.0000,3,0"
"945,24,Female,""High School"",Single,61163.00,694,0.00,BUSINESS,Self-employed,2,GOOD,0.512612,121650.00,2,Bullockchester,MP,Gabon,0,1,Low,""2026-04-23 19:13:45"",61163.000000,0.0000,1,0"
"947,27,Male,PhD,Divorced,50773.00,689,0.00,BUSINESS,Employed,1,EXCELLENT,0.15421,97246.00,2,""Lake David"",PR,Tonga,2,0,Low,""2026-04-23 19:13:45"",50773.000000,0.0000,4,1"
"949,62,Male,Bachelor's,Married,114877.00,736,45312.00,BUSINESS,Unemployed,9,EXCELLENT,0.332869,260011.00,0,""West James"",AL,""Bouvet Island (Bouvetoya)"",4,1,Low,""2026-04-23 19:13:45"",114877.000000,0.3944,2,1"
"951,64,Female,PhD,Single,33149.00,625,35135.00,BUSINESS,Employed,0,FAIR,0.518097,74956.00,3,Johnathanport,MI,""Brunei Darussalam"",2,1,Low,""2026-04-23 19:13:45"",33149.000000,1.0599,4,1"
"952,68,Male,Bachelor's,Widowed,103682.00,788,14290.00,PERSONAL,Employed,12,EXCELLENT,0.173645,38473.00,0,Gregorychester,NV,""Saint Lucia"",3,0,Medium,""2026-04-23 19:13:45"",103682.000000,0.1378,2,1"
"954,38,Non-binary,Bachelor's,Widowed,94453.00,621,18510.00,PERSONAL,Employed,15,GOOD,0.340784,52098.00,2,""New Antonio"",ID,""Slovakia (Slovak Republic)"",4,2,Medium,""2026-04-23 19:13:45"",94453.000000,0.1960,2,1"
"955,33,Male,PhD,Divorced,61965.00,701.157,10361.00,HOME,Employed,11,EXCELLENT,0.208455,159939.17,2,""Lake Michaelbury"",FM,Ecuador,0,2,Low,""2026-04-23 19:13:45"",61965.000000,0.1672,4,0"
"956,22,Female,PhD,Widowed,25305.00,664,47919.00,BUSINESS,Employed,3,FAIR,0.22672,159939.17,4,Thomasville,MH,Montenegro,4,1,Medium,""2026-04-23 19:13:45"",25305.000000,1.8937,4,1"
"957,46,Non-binary,""High School"",Single,66871.00,711,13431.00,PERSONAL,Unemployed,19,GOOD,0.430302,263864.00,1,""North Johnside"",MN,Chad,0,2,Low,""2026-04-23 19:13:45"",66871.000000,0.2008,1,0"
"958,45,Male,""High School"",Single,20211.00,672,0.00,PERSONAL,Self-employed,14,GOOD,0.396269,179371.00,1,Johnview,RI,Ethiopia,1,2,Low,""2026-04-23 19:13:45"",20211.000000,0.0000,1,1"
"960,64,Female,""High School"",Divorced,25285.00,634,7153.00,BUSINESS,Self-employed,3,FAIR,0.274668,95639.00,2,Nicholsonport,RI,""United States Virgin Islands"",3,1,Low,""2026-04-23 19:13:45"",25285.000000,0.2829,1,1"
"961,54,Non-binary,Master's,Divorced,115716.00,757,7810.00,AUTO,Unemployed,17,POOR,0.445871,21751.00,2,""South Stephanie"",OR,Seychelles,0,1,Low,""2026-04-23 19:13:45"",115716.000000,0.0675,3,0"
"962,34,Non-binary,Master's,Divorced,102864.00,736,33353.00,PERSONAL,Employed,0,EXCELLENT,0.187664,98944.00,3,""North Lindaport"",CO,Austria,4,1,Low,""2026-04-23 19:13:45"",102864.000000,0.3242,3,1"
"963,41,Non-binary,""High School"",Divorced,46000.00,679,31176.00,HOME,Unemployed,4,GOOD,0.585113,293135.00,2,""North Kelly"",ME,Tonga,3,1,Medium,""2026-04-23 19:13:45"",46000.000000,0.6777,1,1"
"965,22,Male,""High School"",Divorced,99396.00,697.601,19410.00,AUTO,Unemployed,4,GOOD,0.243188,217179.00,0,Lindastad,CA,Mauritania,0,0,High,""2026-04-23 19:13:45"",99396.000000,0.1953,1,0"
"966,32,Male,Master's,Widowed,106677.00,642,41559.00,AUTO,Unemployed,13,POOR,0.347319,293904.00,2,Nicholaschester,NM,Korea,4,0,Medium,""2026-04-23 19:13:45"",106677.000000,0.3896,3,1"
"967,55,Non-binary,Master's,Divorced,108264.00,702,10524.00,HOME,Self-employed,5,EXCELLENT,0.327115,162234.00,3,""North Kristinaborough"",WV,""Sao Tome and Principe"",4,1,Medium,""2026-04-23 19:13:45"",108264.000000,0.0972,3,1"
"968,31,Male,Bachelor's,Married,87592.00,766,22949.00,HOME,Self-employed,5,FAIR,0.39695,105171.00,2,Danieltown,MS,""Costa Rica"",2,2,Low,""2026-04-23 19:13:45"",87592.000000,0.2620,2,1"
"969,55,Non-binary,Bachelor's,Single,104116.00,699.038,48406.00,AUTO,Self-employed,9,FAIR,0.425426,24024.00,0,Pattonville,ME,Uzbekistan,4,0,Medium,""2026-04-23 19:13:45"",104116.000000,0.4649,2,1"
"970,59,Non-binary,Bachelor's,Widowed,0.00,673,12218.00,AUTO,Unemployed,0,GOOD,0.400287,163013.00,0,Gomezberg,MI,""Slovakia (Slovak Republic)"",1,2,Medium,""2026-04-23 19:13:45"",69652.443967,0.1754,2,1"
"971,57,Male,Bachelor's,Divorced,0.00,745,0.00,AUTO,Unemployed,13,POOR,0.4582,217930.00,0,""Lake Elizabethland"",MI,""Palestinian Territory"",1,0,Medium,""2026-04-23 19:13:45"",69652.443967,0.0000,2,1"
"972,38,Male,Master's,Divorced,32738.00,778,10570.00,PERSONAL,Unemployed,16,GOOD,0.339603,159939.17,4,""North Michelle"",SD,""Saint Martin"",0,0,Medium,""2026-04-23 19:13:45"",32738.000000,0.3229,3,0"
"973,65,Male,""High School"",Divorced,63168.00,697.601,22721.00,HOME,Self-employed,19,POOR,0.584913,187584.00,1,""New Melissamouth"",MI,Spain,0,0,Low,""2026-04-23 19:13:45"",63168.000000,0.3597,1,0"
"974,30,Male,""High School"",Widowed,81810.00,765,23004.00,PERSONAL,Self-employed,10,POOR,0.314413,170142.00,1,""South Janet"",WA,Belarus,2,0,Low,""2026-04-23 19:13:45"",81810.000000,0.2812,1,1"
"978,46,Male,PhD,Single,117955.00,701.157,0.00,BUSINESS,Self-employed,9,EXCELLENT,0.418982,281533.00,3,""New Joshua"",DC,Barbados,3,2,Medium,""2026-04-23 19:13:45"",117955.000000,0.0000,4,1"
"979,58,Male,Master's,Divorced,115910.00,783,5479.00,AUTO,Employed,14,EXCELLENT,0.497947,47608.00,0,""Lake Roger"",NH,""South Georgia and the South Sandwich Islands"",0,1,Medium,""2026-04-23 19:13:45"",115910.000000,0.0473,3,0"
"980,45,Non-binary,Master's,Married,69515.00,712,28752.00,HOME,Employed,6,GOOD,0.265866,101761.00,3,Timothyport,OH,Mali,2,2,Low,""2026-04-23 19:13:45"",69515.000000,0.4136,3,1"
"982,65,Female,PhD,Divorced,57206.00,731,16151.00,AUTO,Self-employed,0,FAIR,0.184767,46639.00,0,Jimenezville,GA,Namibia,0,1,High,""2026-04-23 19:13:45"",57206.000000,0.2823,4,0"
"984,54,Female,Master's,Married,101664.00,727,35447.00,PERSONAL,Employed,18,POOR,0.406536,45723.00,0,Whitneychester,PA,Anguilla,0,0,Low,""2026-04-23 19:13:45"",101664.000000,0.3487,3,0"
"985,45,Female,PhD,Widowed,30677.00,764,16809.00,BUSINESS,Self-employed,6,GOOD,0.184523,205069.00,3,Ashleyberg,NV,Seychelles,3,2,Medium,""2026-04-23 19:13:45"",30677.000000,0.5479,4,1"
"986,21,Male,Bachelor's,Widowed,89001.00,642,17219.00,HOME,Unemployed,0,POOR,0.438635,281300.00,4,Eatonmouth,SC,""Saudi Arabia"",0,0,Low,""2026-04-23 19:13:45"",89001.000000,0.1935,2,0"
"987,35,Male,""High School"",Single,0.00,771,0.00,BUSINESS,Self-employed,4,POOR,0.197772,237897.00,2,""North Nicoleview"",MO,""Saint Barthelemy"",2,0,Medium,""2026-04-23 19:13:45"",69718.619373,0.0000,1,1"
"989,37,Male,PhD,Married,36411.00,701.157,30000.00,HOME,Unemployed,10,POOR,0.452315,45425.00,0,""South Vanessaburgh"",MP,""Sierra Leone"",3,2,Medium,""2026-04-23 19:13:45"",36411.000000,0.8239,4,1"
"990,66,Non-binary,""High School"",Married,97236.00,697.601,0.00,HOME,Unemployed,8,EXCELLENT,0.388848,93537.00,3,Pamelaberg,OH,Tuvalu,3,1,Low,""2026-04-23 19:13:45"",97236.000000,0.0000,1,1"
"991,42,Female,PhD,Single,70643.00,708,0.00,HOME,Employed,7,GOOD,0.382447,280622.00,0,Paulabury,GA,Nigeria,1,1,Low,""2026-04-23 19:13:45"",70643.000000,0.0000,4,1"
"993,39,Non-binary,Master's,Widowed,112656.00,634,34317.00,BUSINESS,Employed,2,EXCELLENT,0.264666,47015.00,0,""West Melissa"",PR,Estonia,0,2,Medium,""2026-04-23 19:13:45"",112656.000000,0.3046,3,0"
"994,49,Male,""High School"",Divorced,0.00,789,26720.00,HOME,Self-employed,7,EXCELLENT,0.180392,56472.00,1,""East Jennifer"",CA,""United States of America"",3,1,Low,""2026-04-23 19:13:45"",69718.619373,0.3833,1,1"
"995,64,Male,PhD,Married,75685.00,723,20100.00,AUTO,Unemployed,15,EXCELLENT,0.566909,228942.00,1,""Lake Hannahborough"",FL,Belgium,0,0,Low,""2026-04-23 19:13:45"",75685.000000,0.2656,4,0"
"996,41,Female,PhD,Married,63255.00,771,0.00,BUSINESS,Self-employed,10,FAIR,0.371198,190602.00,0,Robertmouth,NJ,Croatia,3,1,High,""2026-04-23 19:13:45"",63255.000000,0.0000,4,1"
"997,43,Non-binary,Bachelor's,Single,51351.00,692,24605.00,PERSONAL,Unemployed,16,FAIR,0.273515,90834.00,2,Mariabury,IN,Eritrea,0,2,Medium,""2026-04-23 19:13:45"",51351.000000,0.4792,2,0"
"999,30,Non-binary,PhD,Single,45978.00,774,41492.00,HOME,Self-employed,4,EXCELLENT,0.57556,137047.00,0,""New Maryborough"",WV,Peru,4,0,Medium,""2026-04-23 19:13:45"",45978.000000,0.9024,4,1"
"1000,62,Male,Master's,Divorced,0.00,724,35199.00,BUSINESS,Unemployed,14,FAIR,0.171291,299838.00,1,Williamstad,NH,""United States Minor Outlying Islands"",1,2,Low,""2026-04-23 19:13:45"",69934.968970,0.5033,3,1"
"1001,62,Female,Bachelor's,Divorced,0.00,699,49610.00,AUTO,Employed,3,GOOD,0.245815,143913.00,1,""West Peter"",ND,Iraq,3,1,Low,""2026-04-23 19:13:45"",69652.443967,0.7123,2,1"
"1003,36,Female,Bachelor's,Widowed,48570.00,699.038,0.00,HOME,Employed,6,FAIR,0.401596,159939.17,1,Georgeland,AR,Seychelles,0,0,Low,""2026-04-23 19:13:45"",48570.000000,0.0000,2,0"
"1004,33,Female,PhD,Married,87699.00,761,40985.00,PERSONAL,Employed,6,FAIR,0.297642,159939.17,0,Kellyland,WV,Malaysia,1,1,Low,""2026-04-23 19:13:45"",87699.000000,0.4673,4,1"
"1005,27,Non-binary,""High School"",Widowed,104335.00,782,5405.00,BUSINESS,Unemployed,7,POOR,0.392367,160426.00,4,Thomasburgh,FL,Zambia,0,1,Low,""2026-04-23 19:13:45"",104335.000000,0.0518,1,0"
"1006,29,Female,PhD,Widowed,103804.00,602,35145.00,BUSINESS,Self-employed,5,GOOD,0.347173,120649.00,2,""West Austinview"",TN,Maldives,0,0,Low,""2026-04-23 19:13:45"",103804.000000,0.3386,4,0"
"1007,52,Male,PhD,Divorced,105510.00,759,6432.00,HOME,Unemployed,10,POOR,0.361772,165467.00,4,Jimmyton,AZ,France,0,1,Medium,""2026-04-23 19:13:45"",105510.000000,0.0610,4,0"
"1008,66,Female,PhD,Married,0.00,637,49515.00,AUTO,Employed,17,FAIR,0.457986,188289.00,2,Douglasburgh,NJ,""Saudi Arabia"",2,2,Low,""2026-04-23 19:13:45"",70442.604895,0.7029,4,1"
"1009,67,Female,Master's,Single,35624.00,784,41211.00,AUTO,Self-employed,2,FAIR,0.30334,159939.17,1,""South Kennethchester"",NE,Namibia,0,2,Low,""2026-04-23 19:13:45"",35624.000000,1.1568,3,0"
"1010,38,Non-binary,""High School"",Married,0.00,723,0.00,PERSONAL,Unemployed,7,FAIR,0.398518,159939.17,4,Jenniferfort,AZ,Aruba,4,0,Low,""2026-04-23 19:13:45"",69718.619373,0.0000,1,1"
"1011,57,Male,""High School"",Married,111110.00,611,39318.00,HOME,Self-employed,4,FAIR,0.479234,142743.00,4,Ortizview,KS,Tonga,3,1,Low,""2026-04-23 19:13:45"",111110.000000,0.3539,1,1"
"1013,35,Male,Bachelor's,Widowed,0.00,754,29871.00,BUSINESS,Self-employed,14,POOR,0.430658,208455.00,0,Donnashire,MN,""South Africa"",0,2,Low,""2026-04-23 19:13:45"",69652.443967,0.4289,2,0"
"1014,49,Non-binary,Bachelor's,Divorced,38302.00,699.038,9006.00,PERSONAL,Employed,13,EXCELLENT,0.391615,250003.00,0,Gibbstown,DE,Tuvalu,0,0,Low,""2026-04-23 19:13:45"",38302.000000,0.2351,2,0"
"1016,41,Non-binary,Bachelor's,Divorced,88676.00,763,32983.00,AUTO,Employed,7,EXCELLENT,0.101404,165629.00,0,Rhondamouth,AR,Dominica,3,2,Medium,""2026-04-23 19:13:45"",88676.000000,0.3719,2,1"
"1018,36,Female,Master's,Widowed,0.00,742,41312.00,HOME,Employed,13,GOOD,0.245664,93316.00,1,""Lake Amandaland"",OR,Canada,3,0,Medium,""2026-04-23 19:13:45"",69934.968970,0.5907,3,1"
"1020,60,Male,""High School"",Divorced,29151.00,643,13960.00,AUTO,Employed,12,EXCELLENT,0.455208,296370.00,0,""West Christopherchester"",GA,""Saudi Arabia"",4,0,High,""2026-04-23 19:13:45"",29151.000000,0.4789,1,1"
"1021,39,Non-binary,Bachelor's,Married,43438.00,635,38202.00,AUTO,Employed,0,FAIR,0.352972,75027.00,1,""Lake Jeanettechester"",OK,""Saint Barthelemy"",3,0,Low,""2026-04-23 19:13:45"",43438.000000,0.8795,2,1"
"1023,42,Female,Bachelor's,Single,103220.00,781,47726.00,PERSONAL,Unemployed,14,POOR,0.410535,231498.00,3,Bishopfurt,DE,Seychelles,0,2,Low,""2026-04-23 19:13:45"",103220.000000,0.4624,2,0"
"1024,65,Non-binary,Master's,Single,117127.00,723,10765.00,HOME,Unemployed,7,FAIR,0.518188,267514.00,4,""Lake Janice"",FM,""Faroe Islands"",4,0,Medium,""2026-04-23 19:13:45"",117127.000000,0.0919,3,1"
"1025,52,Non-binary,Bachelor's,Married,117475.00,652,25794.00,PERSONAL,Employed,19,GOOD,0.474588,226400.00,0,Carterfort,WY,Bahamas,0,0,Medium,""2026-04-23 19:13:45"",117475.000000,0.2196,2,0"
"1028,60,Non-binary,Master's,Widowed,62861.00,780,0.00,BUSINESS,Self-employed,3,POOR,0.561012,206719.00,4,Chadton,OK,""Sri Lanka"",3,2,High,""2026-04-23 19:13:45"",62861.000000,0.0000,3,1"
"1029,39,Female,""High School"",Married,105455.00,701,39395.00,BUSINESS,Unemployed,0,POOR,0.323424,168154.00,3,Blakeport,NH,Korea,2,0,Low,""2026-04-23 19:13:45"",105455.000000,0.3736,1,1"
"1030,60,Female,Master's,Single,0.00,686,29110.00,BUSINESS,Employed,9,FAIR,0.299833,188369.00,0,""North Jordanburgh"",KS,Denmark,0,1,High,""2026-04-23 19:13:45"",69934.968970,0.4162,3,0"
"1031,39,Male,PhD,Divorced,108730.00,701.157,16752.00,PERSONAL,Employed,15,GOOD,0.530665,297113.00,3,Theresaport,VI,Bahrain,4,0,Low,""2026-04-23 19:13:45"",108730.000000,0.1541,4,1"
"1032,57,Female,PhD,Divorced,52174.00,740,43639.00,PERSONAL,Self-employed,19,FAIR,0.247619,295230.00,4,""West Rachel"",IN,""United States of America"",0,2,Medium,""2026-04-23 19:13:45"",52174.000000,0.8364,4,0"
"1033,43,Female,Master's,Married,33580.00,729,46142.00,HOME,Employed,17,EXCELLENT,0.270738,171226.00,2,Tonyborough,AR,Uruguay,0,0,Low,""2026-04-23 19:13:45"",33580.000000,1.3741,3,0"
"1035,54,Non-binary,Master's,Married,34219.00,783,25647.00,HOME,Self-employed,7,EXCELLENT,0.149835,159939.17,4,Matthewsstad,UT,Malawi,2,1,Low,""2026-04-23 19:13:45"",34219.000000,0.7495,3,1"
"1036,67,Female,""High School"",Single,98473.00,609,10826.00,HOME,Employed,12,POOR,0.189136,146692.00,1,""North Toddport"",CT,Gibraltar,3,1,Medium,""2026-04-23 19:13:45"",98473.000000,0.1099,1,1"
"1037,49,Non-binary,Master's,Divorced,57964.00,784,32939.00,PERSONAL,Self-employed,13,EXCELLENT,0.138727,271637.00,4,""Lake Scott"",OR,Djibouti,3,2,High,""2026-04-23 19:13:45"",57964.000000,0.5683,3,1"
"1038,38,Female,Bachelor's,Widowed,75427.00,733,39347.00,AUTO,Employed,14,EXCELLENT,0.289999,72935.00,0,Sueland,WI,""Solomon Islands"",4,2,Medium,""2026-04-23 19:13:45"",75427.000000,0.5217,2,1"
"1039,50,Male,Master's,Single,47597.00,629,26227.00,PERSONAL,Employed,11,POOR,0.56653,48419.00,0,Glassfort,CA,""South Africa"",0,2,Low,""2026-04-23 19:13:45"",47597.000000,0.5510,3,0"
"1040,25,Female,""High School"",Single,79919.00,641,39321.00,BUSINESS,Employed,2,GOOD,0.432893,175204.00,4,Lopezmouth,NV,""Bouvet Island (Bouvetoya)"",2,0,Low,""2026-04-23 19:13:45"",79919.000000,0.4920,1,1"
"1041,64,Non-binary,Bachelor's,Widowed,26229.00,723,34357.00,HOME,Unemployed,8,GOOD,0.255908,228431.00,0,Jasonmouth,AS,Dominica,1,0,Low,""2026-04-23 19:13:45"",26229.000000,1.3099,2,1"
"1044,50,Non-binary,PhD,Married,71818.00,659,44293.00,AUTO,Self-employed,17,POOR,0.359094,257616.00,1,""South Laura"",MD,Oman,0,0,Low,""2026-04-23 19:13:45"",71818.000000,0.6167,4,0"
"1045,47,Female,PhD,Divorced,0.00,616,35964.00,BUSINESS,Employed,8,GOOD,0.111456,65420.00,1,Burtonfurt,ND,Aruba,0,2,Medium,""2026-04-23 19:13:45"",70442.604895,0.5105,4,0"
"1046,53,Male,Master's,Widowed,0.00,772,24744.00,PERSONAL,Employed,5,FAIR,0.24931,159939.17,0,""South Wendy"",AK,""Antarctica (the territory South of 60 deg S)"",4,2,Low,""2026-04-23 19:13:45"",69934.968970,0.3538,3,1"
"1047,53,Non-binary,PhD,Widowed,114688.00,701.157,13457.00,AUTO,Unemployed,15,EXCELLENT,0.134017,159939.17,4,Leahside,IL,Uganda,0,2,Low,""2026-04-23 19:13:45"",114688.000000,0.1173,4,0"
"1048,46,Male,""High School"",Single,27818.00,784,12621.00,HOME,Employed,8,GOOD,0.417658,250537.00,1,""East Cynthiahaven"",DE,Angola,1,0,Medium,""2026-04-23 19:13:45"",27818.000000,0.4537,1,1"
"1049,51,Female,""High School"",Married,87471.00,727,46306.00,PERSONAL,Self-employed,0,EXCELLENT,0.374028,243131.00,0,""North Kyleburgh"",GA,""United States Minor Outlying Islands"",3,2,Low,""2026-04-23 19:13:45"",87471.000000,0.5294,1,1"
"1050,34,Non-binary,Bachelor's,Married,0.00,681,26996.00,AUTO,Unemployed,4,EXCELLENT,0.225597,195921.00,0,Baileytown,NY,""United Kingdom"",4,1,Low,""2026-04-23 19:13:45"",69652.443967,0.3876,2,1"
"1051,47,Female,Master's,Single,109349.00,699.211,6111.00,BUSINESS,Self-employed,5,EXCELLENT,0.455417,159939.17,3,""East Morgan"",DC,Ukraine,3,0,Low,""2026-04-23 19:13:45"",109349.000000,0.0559,3,1"
"1052,52,Non-binary,Bachelor's,Widowed,0.00,637,26279.00,BUSINESS,Unemployed,9,POOR,0.308771,139517.00,2,""North Timothy"",IA,Uzbekistan,4,1,Medium,""2026-04-23 19:13:45"",69652.443967,0.3773,2,1"
"1053,57,Male,Bachelor's,Single,107745.00,796,27419.00,AUTO,Employed,16,GOOD,0.229095,159939.17,2,Garciafurt,NC,Namibia,0,0,Low,""2026-04-23 19:13:45"",107745.000000,0.2545,2,0"
"1054,58,Non-binary,""High School"",Married,71389.00,629,36521.00,BUSINESS,Employed,0,EXCELLENT,0.230999,59460.00,4,""West Karenborough"",AR,Jersey,2,1,Low,""2026-04-23 19:13:45"",71389.000000,0.5116,1,1"
"1055,38,Male,PhD,Single,36254.00,764,34850.00,PERSONAL,Unemployed,17,POOR,0.102856,267034.00,3,""Lake Jennifer"",SC,Burundi,3,0,Low,""2026-04-23 19:13:45"",36254.000000,0.9613,4,1"
"1057,55,Non-binary,Master's,Married,68634.00,616,14931.00,PERSONAL,Employed,14,EXCELLENT,0.150456,50888.00,4,Dawnmouth,AL,Chile,1,0,Medium,""2026-04-23 19:13:45"",68634.000000,0.2175,3,1"
"1058,59,Non-binary,Bachelor's,Widowed,73235.00,641,24990.00,BUSINESS,Employed,14,EXCELLENT,0.155139,208265.00,3,""Port Deniseside"",VA,Eritrea,3,2,Medium,""2026-04-23 19:13:45"",73235.000000,0.3412,2,1"
"1060,39,Non-binary,""High School"",Single,72756.00,697.601,7016.00,HOME,Employed,2,GOOD,0.261348,212165.00,0,""East Ashleymouth"",HI,""French Guiana"",1,1,Low,""2026-04-23 19:13:45"",72756.000000,0.0964,1,1"
"1061,59,Female,""High School"",Widowed,0.00,674,45672.00,AUTO,Unemployed,6,POOR,0.170319,87714.00,3,Jamesbury,NE,Iceland,0,1,Low,""2026-04-23 19:13:45"",69718.619373,0.6551,1,0"
"1062,34,Female,""High School"",Divorced,60711.00,794,49036.00,PERSONAL,Employed,2,EXCELLENT,0.207778,40929.00,0,Jamesburgh,AR,""French Polynesia"",1,1,Low,""2026-04-23 19:13:45"",60711.000000,0.8077,1,1"
"1063,59,Non-binary,""High School"",Widowed,77776.00,680,0.00,AUTO,Unemployed,18,POOR,0.580477,163013.00,3,Youngtown,HI,Spain,4,0,Medium,""2026-04-23 19:13:45"",77776.000000,0.0000,1,1"
"1064,55,Non-binary,""High School"",Single,107844.00,697.601,0.00,HOME,Self-employed,0,GOOD,0.522485,179179.00,4,Amandatown,CT,Grenada,0,0,Low,""2026-04-23 19:13:45"",107844.000000,0.0000,1,0"
"1066,69,Male,Master's,Widowed,73506.00,641,17180.00,AUTO,Self-employed,17,FAIR,0.49001,112356.00,2,Stanleyfort,ME,Palau,2,0,Medium,""2026-04-23 19:13:45"",73506.000000,0.2337,3,1"
"1067,59,Non-binary,Bachelor's,Widowed,119770.00,610,31312.00,HOME,Self-employed,2,EXCELLENT,0.336344,254292.00,3,""North Jeremy"",OK,Bahamas,4,0,Low,""2026-04-23 19:13:45"",119770.000000,0.2614,2,1"
